orth,base,ctag
wykazaniu,wykazać,ger:sg:dat:n:perf:aff
wykazano,wykazać,imps:perf
wykazany,wykazać,ppas:sg:nom:m1:perf:aff
wykazanych,wykazać,ppas:pl:gen:m1:perf:aff
wykazanym,wykazać,ppas:sg:inst:m1:perf:aff
wykazanymi,wykazać,ppas:pl:inst:m1:perf:aff
wykazaną,wykazać,ppas:sg:acc:f:perf:aff
wykazać,wykazać,inf:perf
wykazał,wykazać,praet:sg:m1:perf
wykazała,wykazać,praet:sg:f:perf
wykazało,wykazać,praet:sg:n:perf
wykazały,wykazać,praet:pl:m2:perf
wykazem,wykaz,subst:sg:inst:m3
wykazie,wykaz,subst:sg:loc:m3
wykazu,wykaz,subst:sg:gen:m3
wykazuje,wykazywać,fin:sg:ter:imperf
wykazują,wykazywać,fin:pl:ter:imperf
wykazując,wykazywać,pcon:imperf
wykazująca,wykazywać,pact:sg:nom:f:imperf:aff
wykazujące,wykazywać,pact:sg:nom:n:imperf:aff
wykazującego,wykazywać,pact:sg:gen:m1:imperf:aff
wykazującej,wykazywać,pact:sg:gen:f:imperf:aff
wykazujący,wykazywać,pact:sg:nom:m1:imperf:aff
wykazujących,wykazywać,pact:pl:gen:m1:imperf:aff
wykazującym,wykazywać,pact:sg:inst:m1:imperf:aff
wykazy,wykaz,subst:pl:nom:m3
wykazywana,wykazywać,ppas:sg:nom:f:imperf:aff
wykazywane,wykazywać,ppas:sg:nom:n:imperf:aff
wykazywania,wykazywać,ger:sg:gen:n:imperf:aff
wykazywanie,wykazywać,ger:sg:nom:n:imperf:aff
wykazywany,wykazywać,ppas:sg:nom:m1:imperf:aff
wykazywanych,wykazywać,ppas:pl:gen:m1:imperf:aff
wykazywaną,wykazywać,ppas:sg:acc:f:imperf:aff
wykazywać,wykazywać,inf:imperf
wykazywały,wykazywać,praet:pl:m2:imperf
wykazów,wykaz,subst:pl:gen:m3
wykańczającej,wykańczać,pact:sg:gen:f:imperf:aff
wykańczalnicze,wykańczalniczy,adj:sg:nom:n:pos
wykańczania,wykańczać,ger:sg:gen:n:imperf:aff
wykaże,wykazać,fin:sg:ter:perf
wykażą,wykazać,fin:pl:ter:perf
wyklucia,wykluć,ger:sg:gen:n:perf:aff
wyklucza,wykluczać,fin:sg:ter:imperf
wykluczają,wykluczać,fin:pl:ter:imperf
wykluczając,wykluczać,pcon:imperf
wykluczający,wykluczać,pact:sg:nom:m1:imperf:aff
wykluczających,wykluczać,pact:pl:gen:m1:imperf:aff
wykluczania,wykluczać,ger:sg:gen:n:imperf:aff
wykluczać,wykluczać,inf:imperf
wykluczeni,wykluczony,adj:pl:nom:m1:pos
wykluczenia,wykluczyć,ger:sg:gen:n:perf:aff
wykluczenie,wykluczyć,ger:sg:nom:n:perf:aff
wykluczeniem,wykluczyć,ger:sg:inst:n:perf:aff
wykluczeniu,wykluczyć,ger:sg:dat:n:perf:aff
wykluczona,wykluczony,adj:sg:nom:f:pos
wykluczone,wykluczony,adj:sg:nom:n:pos
wykluczonego,wykluczony,adj:sg:gen:m1:pos
wykluczono,wykluczyć,imps:perf
wykluczony,wykluczony,adj:sg:nom:m1:pos
wykluczonych,wykluczony,adj:pl:gen:m1:pos
wykluczyć,wykluczyć,inf:perf
wykluczą,wykluczyć,fin:pl:ter:perf
wykona,wykonać,fin:sg:ter:perf
wykonają,wykonać,fin:pl:ter:perf
wykonali,wykonać,praet:pl:m1:perf
wykonalna,wykonalny,adj:sg:nom:f:pos
wykonalne,wykonalny,adj:sg:nom:n:pos
wykonalności,wykonalność,subst:sg:gen:f
wykonalność,wykonalność,subst:sg:nom:f
wykonalny,wykonalny,adj:sg:nom:m1:pos
wykonalnych,wykonalny,adj:pl:gen:m1:pos
wykonam,wykonać,fin:sg:pri:perf
wykonana,wykonać,ppas:sg:nom:f:perf:aff
wykonane,wykonać,ppas:sg:nom:n:perf:aff
wykonanego,wykonać,ppas:sg:gen:m1:perf:aff
wykonanej,wykonać,ppas:sg:gen:f:perf:aff
wykonanemu,wykonać,ppas:sg:dat:m1:perf:aff
wykonania,wykonanie,subst:sg:gen:n
wykonaniami,wykonanie,subst:pl:inst:n
wykonanie,wykonanie,subst:sg:nom:n
wykonaniem,wykonanie,subst:sg:inst:n
wykonaniu,wykonanie,subst:sg:dat:n
wykonano,wykonać,imps:perf
wykonany,wykonać,ppas:sg:nom:m1:perf:aff
wykonanych,wykonać,ppas:pl:gen:m1:perf:aff
wykonanym,wykonać,ppas:sg:inst:m1:perf:aff
wykonanymi,wykonać,ppas:pl:inst:m1:perf:aff
wykonaną,wykonać,ppas:sg:acc:f:perf:aff
wykonawca,wykonawca,subst:sg:nom:m1
wykonawcach,wykonawca,subst:pl:loc:m1
wykonawcami,wykonawca,subst:pl:inst:m1
wykonawcom,wykonawca,subst:pl:dat:m1
wykonawcy,wykonawca,subst:sg:gen:m1
wykonawcze,wykonawczy,adj:sg:nom:n:pos
wykonawczego,wykonawczy,adj:sg:gen:m1:pos
wykonawczej,wykonawczy,adj:sg:gen:f:pos
wykonawczemu,wykonawczy,adj:sg:dat:m1:pos
wykonawczy,wykonawczy,adj:sg:nom:m1:pos
wykonawczych,wykonawczy,adj:pl:gen:m1:pos
wykonawczym,wykonawczy,adj:sg:inst:m1:pos
wykonawczymi,wykonawczy,adj:pl:inst:m1:pos
wykonawczą,wykonawczy,adj:sg:acc:f:pos
wykonawców,wykonawca,subst:pl:gen:m1
wykonawcą,wykonawca,subst:sg:inst:m1
wykonawcę,wykonawca,subst:sg:acc:m1
wykonawstwa,wykonawstwo,subst:sg:gen:n
wykonawstwie,wykonawstwo,subst:sg:loc:n
wykonać,wykonać,inf:perf
wykonał,wykonać,praet:sg:m1:perf
wykonała,wykonać,praet:sg:f:perf
wykonały,wykonać,praet:pl:m2:perf
wykonań,wykonanie,subst:pl:gen:n
wykonuje,wykonywać,fin:sg:ter:imperf
wykonują,wykonywać,fin:pl:ter:imperf
wykonując,wykonywać,pcon:imperf
wykonująca,wykonywać,pact:sg:nom:f:imperf:aff
wykonujące,wykonywać,pact:sg:nom:n:imperf:aff
wykonującego,wykonywać,pact:sg:gen:m1:imperf:aff
wykonującej,wykonywać,pact:sg:gen:f:imperf:aff
wykonującemu,wykonywać,pact:sg:dat:m1:imperf:aff
wykonujący,wykonywać,pact:sg:nom:m1:imperf:aff
wykonujących,wykonywać,pact:pl:gen:m1:imperf:aff
wykonującym,wykonywać,pact:sg:inst:m1:imperf:aff
wykonującymi,wykonywać,pact:pl:inst:m1:imperf:aff
wykonującą,wykonywać,pact:sg:acc:f:imperf:aff
wykony,wykon,subst:pl:nom:m3
wykonywali,wykonywać,praet:pl:m1:imperf
wykonywana,wykonywać,ppas:sg:nom:f:imperf:aff
wykonywane,wykonywać,ppas:sg:nom:n:imperf:aff
wykonywanego,wykonywać,ppas:sg:gen:m1:imperf:aff
wykonywanej,wykonywać,ppas:sg:gen:f:imperf:aff
wykonywania,wykonywać,ger:sg:gen:n:imperf:aff
wykonywanie,wykonywać,ger:sg:nom:n:imperf:aff
wykonywaniem,wykonywać,ger:sg:inst:n:imperf:aff
wykonywaniu,wykonywać,ger:sg:dat:n:imperf:aff
wykonywany,wykonywać,ppas:sg:nom:m1:imperf:aff
wykonywanych,wykonywać,ppas:pl:gen:m1:imperf:aff
wykonywanym,wykonywać,ppas:sg:inst:m1:imperf:aff
wykonywanymi,wykonywać,ppas:pl:inst:m1:imperf:aff
wykonywaną,wykonywać,ppas:sg:acc:f:imperf:aff
wykonywać,wykonywać,inf:imperf
wykonywał,wykonywać,praet:sg:m1:imperf
wykonywała,wykonywać,praet:sg:f:imperf
wykonywały,wykonywać,praet:pl:m2:imperf
wykonywnia,wykonywnia,ign
wykopaliskowych,wykopaliskowy,adj:pl:gen:m1:pos
wykopania,wykopać,ger:sg:gen:n:perf:aff
wykopków,wykopki,subst:pl:gen:n
wykopów,wykop,subst:pl:gen:m3
wykorzenienia,wykorzenić,ger:sg:gen:n:perf:aff
wykorzysta,wykorzystać,fin:sg:ter:perf
wykorzystali,wykorzystać,praet:pl:m1:perf
wykorzystana,wykorzystać,ppas:sg:nom:f:perf:aff
wykorzystane,wykorzystać,ppas:sg:nom:n:perf:aff
wykorzystanego,wykorzystać,ppas:sg:gen:m1:perf:aff
wykorzystanej,wykorzystać,ppas:sg:gen:f:perf:aff
wykorzystanemu,wykorzystać,ppas:sg:dat:m1:perf:aff
wykorzystania,wykorzystanie,subst:sg:gen:n
wykorzystanie,wykorzystanie,subst:sg:nom:n
wykorzystaniem,wykorzystanie,subst:sg:inst:n
wykorzystaniu,wykorzystanie,subst:sg:dat:n
wykorzystano,wykorzystać,imps:perf
wykorzystany,wykorzystać,ppas:sg:nom:m1:perf:aff
wykorzystanych,wykorzystać,ppas:pl:gen:m1:perf:aff
wykorzystanym,wykorzystać,ppas:sg:inst:m1:perf:aff
wykorzystanymi,wykorzystać,ppas:pl:inst:m1:perf:aff
wykorzystaną,wykorzystać,ppas:sg:acc:f:perf:aff
wykorzystać,wykorzystać,inf:perf
wykorzystał,wykorzystać,praet:sg:m1:perf
wykorzystała,wykorzystać,praet:sg:f:perf
wykorzystuje,wykorzystywać,fin:sg:ter:imperf
wykorzystują,wykorzystywać,fin:pl:ter:imperf
wykorzystując,wykorzystywać,pcon:imperf
wykorzystująca,wykorzystywać,pact:sg:nom:f:imperf:aff
wykorzystujące,wykorzystywać,pact:sg:nom:n:imperf:aff
wykorzystującego,wykorzystywać,pact:sg:gen:m1:imperf:aff
wykorzystujący,wykorzystywać,pact:sg:nom:m1:imperf:aff
wykorzystujących,wykorzystywać,pact:pl:gen:m1:imperf:aff
wykorzystującym,wykorzystywać,pact:sg:inst:m1:imperf:aff
wykorzystującymi,wykorzystywać,pact:pl:inst:m1:imperf:aff
wykorzystywana,wykorzystywać,ppas:sg:nom:f:imperf:aff
wykorzystywane,wykorzystywać,ppas:sg:nom:n:imperf:aff
wykorzystywanego,wykorzystywać,ppas:sg:gen:m1:imperf:aff
wykorzystywanej,wykorzystywać,ppas:sg:gen:f:imperf:aff
wykorzystywania,wykorzystywać,ger:sg:gen:n:imperf:aff
wykorzystywanie,wykorzystywać,ger:sg:nom:n:imperf:aff
wykorzystywaniem,wykorzystywać,ger:sg:inst:n:imperf:aff
wykorzystywaniu,wykorzystywać,ger:sg:dat:n:imperf:aff
wykorzystywany,wykorzystywać,ppas:sg:nom:m1:imperf:aff
wykorzystywanych,wykorzystywać,ppas:pl:gen:m1:imperf:aff
wykorzystywanym,wykorzystywać,ppas:sg:inst:m1:imperf:aff
wykorzystywanymi,wykorzystywać,ppas:pl:inst:m1:imperf:aff
wykorzystywaną,wykorzystywać,ppas:sg:acc:f:imperf:aff
wykorzystywać,wykorzystywać,inf:imperf
wykończenia,wykończenie,subst:sg:gen:n
wykończenie,wykończenie,subst:sg:nom:n
wykończeniowe,wykończeniowy,adj:sg:nom:n:pos
wykończeniowych,wykończeniowy,adj:pl:gen:m1:pos
wykończeniowymi,wykończeniowy,adj:pl:inst:m1:pos
wykończony,wykończony,adj:sg:nom:m1:pos
wykracza,wykraczać,fin:sg:ter:imperf
wykraczają,wykraczać,fin:pl:ter:imperf
wykraczające,wykraczający,depr:pl:nom:m2
wykraczającego,wykraczający,subst:sg:gen:m1
wykraczającej,wykraczać,pact:sg:gen:f:imperf:aff
wykraczający,wykraczający,subst:sg:nom:m1
wykraczających,wykraczający,subst:pl:gen:m1
wykraczającym,wykraczający,subst:sg:inst:m1
wykraczać,wykraczać,inf:imperf
wykraczały,wykraczać,praet:pl:m2:imperf
wykraczały,wykraczać,praet:pl:m2:imperf
by,by,qub
wykresu,wykres,subst:sg:gen:m3
wykresy,wykres,subst:pl:nom:m3
wykresówek,wykresówka,subst:pl:gen:f
wykreśla,wykreślać,fin:sg:ter:imperf
wykreślania,wykreślać,ger:sg:gen:n:imperf:aff
wykreślenia,wykreślić,ger:sg:gen:n:perf:aff
wykreślenie,wykreślić,ger:sg:nom:n:perf:aff
wykreśleniem,wykreślić,ger:sg:inst:n:perf:aff
wykreśleniu,wykreślić,ger:sg:dat:n:perf:aff
wykreśleń,wykreślić,ger:pl:gen:n:perf:aff
wykreśli,wykreślić,fin:sg:ter:perf
wykreślić,wykreślić,inf:perf
wykreślona,wykreślić,ppas:sg:nom:f:perf:aff
wykreślone,wykreślić,ppas:sg:nom:n:perf:aff
wykreślonego,wykreślić,ppas:sg:gen:m1:perf:aff
wykreślonej,wykreślić,ppas:sg:gen:f:perf:aff
wykreślono,wykreślić,imps:perf
wykreślony,wykreślić,ppas:sg:nom:m1:perf:aff
wykreślonych,wykreślić,ppas:pl:gen:m1:perf:aff
wykroczenia,wykroczenie,subst:sg:gen:n
wykroczeniach,wykroczenie,subst:pl:loc:n
wykroczeniami,wykroczenie,subst:pl:inst:n
wykroczenie,wykroczenie,subst:sg:nom:n
wykroczeniem,wykroczenie,subst:sg:inst:n
wykroczeniom,wykroczenie,subst:pl:dat:n
wykroczeniu,wykroczenie,subst:sg:dat:n
wykroczeń,wykroczenie,subst:pl:gen:n
wykrojami,wykrój,subst:pl:inst:m3
wykroje,wykrój,subst:pl:nom:m3
wykrwawiania,wykrwawiać,ger:sg:gen:n:imperf:aff
wykrwawienie,wykrwawić,ger:sg:nom:n:perf:aff
wykrycia,wykrycie,subst:sg:gen:n
wykrycie,wykrycie,subst:sg:nom:n
wykryciem,wykrycie,subst:sg:inst:n
wykryciu,wykrycie,subst:sg:dat:n
wykryto,wykryć,imps:perf
wykryty,wykryć,ppas:sg:nom:m1:perf:aff
wykrywających,wykrywać,pact:pl:gen:m1:imperf:aff
wykrywania,wykrywać,ger:sg:gen:n:imperf:aff
wykrywanie,wykrywać,ger:sg:nom:n:imperf:aff
wykrywaniem,wykrywać,ger:sg:inst:n:imperf:aff
wykrywczych,wykrywczych,ign
wykształcenia,wykształcenie,subst:sg:gen:n
wykształcenie,wykształcenie,subst:sg:nom:n
wykształceniem,wykształcenie,subst:sg:inst:n
wykształceniu,wykształcenie,subst:sg:dat:n
wykup,wykup,subst:sg:nom:m3
wykupem,wykup,subst:sg:inst:m3
wykupie,wykup,subst:sg:loc:m3
wykupienia,wykupić,ger:sg:gen:n:perf:aff
wykupienie,wykupić,ger:sg:nom:n:perf:aff
wykupieniem,wykupić,ger:sg:inst:n:perf:aff
wykupieniu,wykupić,ger:sg:dat:n:perf:aff
wykupiona,wykupić,ppas:sg:nom:f:perf:aff
wykupione,wykupić,ppas:sg:nom:n:perf:aff
wykupiono,wykupić,imps:perf
wykupiony,wykupić,ppas:sg:nom:m1:perf:aff
wykupionych,wykupić,ppas:pl:gen:m1:perf:aff
wykupionymi,wykupić,ppas:pl:inst:m1:perf:aff
wykupić,wykupić,inf:perf
wykupił,wykupić,praet:sg:m1:perf
wykupiła,wykupić,praet:sg:f:perf
wykupowi,wykup,subst:sg:dat:m3
wykupu,wykup,subst:sg:gen:m3
wykupywana,wykupywać,ppas:sg:nom:f:imperf:aff
wykupywane,wykupywać,ppas:sg:nom:n:imperf:aff
wykupywania,wykupywać,ger:sg:gen:n:imperf:aff
wykupywanie,wykupywać,ger:sg:nom:n:imperf:aff
wykupywanym,wykupywać,ppas:sg:inst:m1:imperf:aff
wykupów,wykup,subst:pl:gen:m3
wykwalifikowana,wykwalifikować,ppas:sg:nom:f:perf:aff
wykwalifikowanego,wykwalifikować,ppas:sg:gen:m1:perf:aff
wykwalifikowanej,wykwalifikować,ppas:sg:gen:f:perf:aff
wykwalifikowany,wykwalifikować,ppas:sg:nom:m1:perf:aff
wykwalifikowanych,wykwalifikować,ppas:pl:gen:m1:perf:aff
wykwalifikowanym,wykwalifikować,ppas:sg:inst:m1:perf:aff
wykwalifikowaną,wykwalifikować,ppas:sg:acc:f:perf:aff
wykwitów,wykwit,subst:pl:gen:m3
wykę,wyka,subst:sg:acc:f
wykłada,wykładać,fin:sg:ter:imperf
wykładane,wykładać,ppas:sg:nom:n:imperf:aff
wykładanie,wykładać,ger:sg:nom:n:imperf:aff
wykładaniem,wykładać,ger:sg:inst:n:imperf:aff
wykładanych,wykładać,ppas:pl:gen:m1:imperf:aff
wykładni,wykładnia,subst:sg:gen:f
wykładnią,wykładnia,subst:sg:inst:f
wykładnię,wykładnia,subst:sg:acc:f
wykładowcy,wykładowca,subst:sg:gen:m1
wykładowców,wykładowca,subst:pl:gen:m1
wykładowym,wykładowy,adj:sg:inst:m1:pos
wykładu,wykład,subst:sg:gen:m3
wykłady,wykład,subst:pl:nom:m3
wykładzin,wykładzina,subst:pl:gen:f
wykładziny,wykładzina,subst:sg:gen:f
wykładziną,wykładzina,subst:sg:inst:f
wykładzinę,wykładzina,subst:sg:acc:f
wyleczeniu,wyleczyć,ger:sg:dat:n:perf:aff
wylewania,wylewać,ger:sg:gen:n:imperf:aff
wylewiskach,wylewisko,subst:pl:loc:n
wylicytowanej,wylicytować,ppas:sg:gen:f:perf:aff
wylicza,wyliczać,fin:sg:ter:imperf
wyliczają,wyliczać,fin:pl:ter:imperf
wyliczana,wyliczać,ppas:sg:nom:f:imperf:aff
wyliczania,wyliczać,ger:sg:gen:n:imperf:aff
wyliczaniu,wyliczać,ger:sg:dat:n:imperf:aff
wyliczany,wyliczać,ppas:sg:nom:m1:imperf:aff
wyliczenia,wyliczenie,subst:sg:gen:n
wyliczeniach,wyliczenie,subst:pl:loc:n
wyliczenie,wyliczenie,subst:sg:nom:n
wyliczeniem,wyliczenie,subst:sg:inst:n
wyliczeń,wyliczenie,subst:pl:gen:n
wyliczona,wyliczyć,ppas:sg:nom:f:perf:aff
wyliczone,wyliczyć,ppas:sg:nom:n:perf:aff
wyliczonego,wyliczyć,ppas:sg:gen:m1:perf:aff
wyliczonej,wyliczyć,ppas:sg:gen:f:perf:aff
wyliczony,wyliczyć,ppas:sg:nom:m1:perf:aff
wyliczonych,wyliczyć,ppas:pl:gen:m1:perf:aff
wyliczonym,wyliczyć,ppas:sg:inst:m1:perf:aff
wyliczoną,wyliczyć,ppas:sg:acc:f:perf:aff
wylosowanej,wylosować,ppas:sg:gen:f:perf:aff
wylosowanych,wylosować,ppas:pl:gen:m1:perf:aff
wylosowanym,wylosować,ppas:sg:inst:m1:perf:aff
wylotu,wylot,subst:sg:gen:m3
wyloty,wylot,subst:pl:nom:m3
wylotów,wylot,subst:pl:gen:m3
wylęgania,wylęgać,ger:sg:gen:n:imperf:aff
wylęganiem,wylęgać,ger:sg:inst:n:imperf:aff
wylęgarni,wylęgarnia,subst:sg:gen:f
wylęgarnie,wylęgarnia,subst:pl:nom:f
wylęgiem,wyląg,subst:sg:inst:m3
wylęgowe,wylęgowy,adj:sg:nom:n:pos
wylęgowych,wylęgowy,adj:pl:gen:m1:pos
wylęgu,wyląg,subst:sg:gen:m3
wym,wym,ign
wymaga,wymagać,fin:sg:ter:imperf
wymagają,wymagać,fin:pl:ter:imperf
wymagająca,wymagająca,subst:sg:nom:f
wymagające,wymagająca,subst:pl:nom:f
wymagającego,wymagający,subst:sg:gen:m1
wymagającej,wymagająca,subst:sg:gen:f
wymagający,wymagający,subst:sg:nom:m1
wymagających,wymagająca,subst:pl:gen:f
wymagającym,wymagająca,subst:pl:dat:f
wymagającymi,wymagająca,subst:pl:inst:f
wymagającą,wymagająca,subst:sg:acc:f
wymagalna,wymagalny,adj:sg:nom:f:pos
wymagalne,wymagalny,adj:sg:nom:n:pos
wymagalnej,wymagalny,adj:sg:gen:f:pos
wymagalności,wymagalność,subst:sg:gen:f
wymagalność,wymagalność,subst:sg:nom:f
wymagalny,wymagalny,adj:sg:nom:m1:pos
wymagalnych,wymagalny,adj:pl:gen:m1:pos
wymagalnymi,wymagalny,adj:pl:inst:m1:pos
wymagalną,wymagalny,adj:sg:acc:f:pos
wymagana,wymagać,ppas:sg:nom:f:imperf:aff
wymagane,wymagać,ppas:sg:nom:n:imperf:aff
wymaganego,wymagać,ppas:sg:gen:m1:imperf:aff
wymaganej,wymagać,ppas:sg:gen:f:imperf:aff
wymaganemu,wymagać,ppas:sg:dat:m1:imperf:aff
wymagania,wymaganie,subst:sg:gen:n
wymaganiach,wymaganie,subst:pl:loc:n
wymaganiami,wymaganie,subst:pl:inst:n
wymaganie,wymaganie,subst:sg:nom:n
wymaganiem,wymaganie,subst:sg:inst:n
wymaganiom,wymaganie,subst:pl:dat:n
wymaganiu,wymaganie,subst:sg:dat:n
wymagany,wymagać,ppas:sg:nom:m1:imperf:aff
wymaganych,wymagać,ppas:pl:gen:m1:imperf:aff
wymaganym,wymagać,ppas:sg:inst:m1:imperf:aff
wymaganymi,wymagać,ppas:pl:inst:m1:imperf:aff
wymaganą,wymagać,ppas:sg:acc:f:imperf:aff
wymagać,wymagać,inf:imperf
wymagał,wymagać,praet:sg:m1:imperf
wymagała,wymagać,praet:sg:f:imperf
wymagało,wymagać,praet:sg:n:imperf
by,by,qub
wymagały,wymagać,praet:pl:m2:imperf
wymagały,wymagać,praet:pl:m2:imperf
by,by,qub
wymagań,wymaganie,subst:pl:gen:n
wymazywania,wymazywać,ger:sg:gen:n:imperf:aff
wymeldowania,wymeldować,ger:sg:gen:n:perf:aff
wymeldowaniu,wymeldować,ger:sg:dat:n:perf:aff
wymi,wymi,ign
wymiana,wymiana,subst:sg:nom:f
wymianie,wymian,subst:sg:loc:m3
wymiany,wymian,subst:pl:nom:m3
wymianą,wymiana,subst:sg:inst:f
wymianę,wymiana,subst:sg:acc:f
wymiar,wymiar,subst:sg:nom:m3
wymiarach,wymiar,subst:pl:loc:m3
wymiarem,wymiar,subst:sg:inst:m3
wymiarowi,wymiar,subst:sg:dat:m3
wymiaru,wymiar,subst:sg:gen:m3
wymiary,wymiar,subst:pl:nom:m3
wymiarz,wymiarz,ign
wymiarze,wymiar,subst:sg:loc:m3
wymiarów,wymiar,subst:pl:gen:m3
wymieni,wymienić,fin:sg:ter:perf
wymienia,wymię,subst:sg:gen:n
wymieniając,wymieniać,pcon:imperf
wymieniające,wymieniać,pact:sg:nom:n:imperf:aff
wymieniającego,wymieniać,pact:sg:gen:m1:imperf:aff
wymieniającą,wymieniać,pact:sg:acc:f:imperf:aff
wymienialna,wymienialny,adj:sg:nom:f:pos
wymienialne,wymienialny,adj:sg:nom:n:pos
wymienialnej,wymienialny,adj:sg:gen:f:pos
wymienialności,wymienialność,subst:sg:gen:f
wymienialnych,wymienialny,adj:pl:gen:m1:pos
wymienialnymi,wymienialny,adj:pl:inst:m1:pos
wymienialną,wymienialny,adj:sg:acc:f:pos
wymieniana,wymieniać,ppas:sg:nom:f:imperf:aff
wymieniane,wymieniać,ppas:sg:nom:n:imperf:aff
wymieniania,wymieniać,ger:sg:gen:n:imperf:aff
wymienianych,wymieniać,ppas:pl:gen:m1:imperf:aff
wymieniać,wymieniać,inf:imperf
wymienieni,wymienić,ppas:pl:nom:m1:perf:aff
wymienienia,wymienić,ger:sg:gen:n:perf:aff
wymienienie,wymienić,ger:sg:nom:n:perf:aff
wymienieniem,wymienić,ger:sg:inst:n:perf:aff
wymienio,wymienio,ign
wymienion,wymienion,ign
wymieniona,wymienić,ppas:sg:nom:f:perf:aff
wymienione,wymienić,ppas:sg:nom:n:perf:aff
wymienionego,wymienić,ppas:sg:gen:m1:perf:aff
wymienionej,wymienić,ppas:sg:gen:f:perf:aff
wymienionemu,wymienić,ppas:sg:dat:m1:perf:aff
wymieniono,wymienić,imps:perf
wymieniony,wymienić,ppas:sg:nom:m1:perf:aff
wymienionych,wymienić,ppas:pl:gen:m1:perf:aff
wymienionym,wymienić,ppas:sg:inst:m1:perf:aff
wymienionymi,wymienić,ppas:pl:inst:m1:perf:aff
wymienioną,wymienić,ppas:sg:acc:f:perf:aff
wymienić,wymienić,inf:perf
wymieniły,wymienić,praet:pl:m2:perf
wymienna,wymienny,adj:sg:nom:f:pos
wymienne,wymienny,adj:sg:nom:n:pos
wymiennik,wymiennik,subst:sg:nom:m3
wymienniki,wymiennik,subst:pl:nom:m3
wymienników,wymiennik,subst:pl:gen:m3
wymiennych,wymienny,adj:pl:gen:m1:pos
wymierne,wymierny,adj:sg:nom:n:pos
wymiernych,wymierny,adj:pl:gen:m1:pos
wymierza,wymierzać,fin:sg:ter:imperf
wymierzają,wymierzać,fin:pl:ter:imperf
wymierzając,wymierzać,pcon:imperf
wymierzające,wymierzać,pact:sg:nom:n:imperf:aff
wymierzającego,wymierzać,pact:sg:gen:m1:imperf:aff
wymierzającej,wymierzać,pact:sg:gen:f:imperf:aff
wymierzający,wymierzać,pact:sg:nom:m1:imperf:aff
wymierzane,wymierzać,ppas:sg:nom:n:imperf:aff
wymierzanej,wymierzać,ppas:sg:gen:f:imperf:aff
wymierzania,wymierzać,ger:sg:gen:n:imperf:aff
wymierzanie,wymierzać,ger:sg:nom:n:imperf:aff
wymierzaniu,wymierzać,ger:sg:dat:n:imperf:aff
wymierzanych,wymierzać,ppas:pl:gen:m1:imperf:aff
wymierzaną,wymierzać,ppas:sg:acc:f:imperf:aff
wymierzać,wymierzać,inf:imperf
wymierzenia,wymierzyć,ger:sg:gen:n:perf:aff
wymierzenie,wymierzyć,ger:sg:nom:n:perf:aff
wymierzeniem,wymierzyć,ger:sg:inst:n:perf:aff
wymierzeniu,wymierzyć,ger:sg:dat:n:perf:aff
wymierzona,wymierzyć,ppas:sg:nom:f:perf:aff
wymierzone,wymierzyć,ppas:sg:nom:n:perf:aff
wymierzonej,wymierzyć,ppas:sg:gen:f:perf:aff
wymierzono,wymierzyć,imps:perf
wymierzony,wymierzyć,ppas:sg:nom:m1:perf:aff
wymierzonych,wymierzyć,ppas:pl:gen:m1:perf:aff
wymierzoną,wymierzyć,ppas:sg:acc:f:perf:aff
wymierzyć,wymierzyć,inf:perf
wymierzył,wymierzyć,praet:sg:m1:perf
wymieszania,wymieszać,ger:sg:gen:n:perf:aff
wymieszaniu,wymieszać,ger:sg:dat:n:perf:aff
wymieszanych,wymieszać,ppas:pl:gen:m1:perf:aff
wymieszanym,wymieszać,ppas:sg:inst:m1:perf:aff
wymogami,wymoga,subst:pl:inst:f
wymogi,wymoga,subst:sg:gen:f
wymogiem,wymóg,subst:sg:inst:m3
wymogom,wymoga,subst:pl:dat:f
wymogowi,wymóg,subst:sg:dat:m3
wymogu,wymóg,subst:sg:gen:m3
wymogw,wymogw,ign
wymogów,wymóg,subst:pl:gen:m3
wymuszają,wymuszać,fin:pl:ter:imperf
wymuszania,wymuszać,ger:sg:gen:n:imperf:aff
wymuszaniu,wymuszać,ger:sg:dat:n:imperf:aff
wymuszenia,wymuszenie,subst:sg:gen:n
wymuszeniu,wymuszenie,subst:sg:dat:n
wymuszona,wymuszony,adj:sg:nom:f:pos
wymuszone,wymuszony,adj:sg:nom:n:pos
wymuszonej,wymuszony,adj:sg:gen:f:pos
wymuszony,wymuszony,adj:sg:nom:m1:pos
wymywania,wymywać,ger:sg:gen:n:imperf:aff
wymóg,wymoga,subst:pl:gen:f
wynagradzane,wynagradzać,ppas:sg:nom:n:imperf:aff
wynagradzania,wynagradzać,ger:sg:gen:n:imperf:aff
wynagradzanie,wynagradzać,ger:sg:nom:n:imperf:aff
wynagradzaniem,wynagradzać,ger:sg:inst:n:imperf:aff
wynagradzaniu,wynagradzać,ger:sg:dat:n:imperf:aff
wynagradzany,wynagradzać,ppas:sg:nom:m1:imperf:aff
wynagradzać,wynagradzać,inf:imperf
wynagrodzenia,wynagrodzenie,subst:sg:gen:n
wynagrodzeniach,wynagrodzenie,subst:pl:loc:n
wynagrodzenie,wynagrodzenie,subst:sg:nom:n
wynagrodzeniem,wynagrodzenie,subst:sg:inst:n
wynagrodzeniom,wynagrodzenie,subst:pl:dat:n
wynagrodzeniu,wynagrodzenie,subst:sg:dat:n
wynagrodzeń,wynagrodzenie,subst:pl:gen:n
