base,freq
wypowiedzieć:fin,3
wypowiedzieć:imps,3
wypowiedzieć:inf,44
wypowiedzieć:ppas,10
wypowiedzieć:praet,19
wypowiedź:subst,16
wypożyczalnia:subst,1
wypożyczać:ger,2
wypożyczać:inf,1
wypożyczyć:ger,12
wypożyczyć:ppas,2
wypracowanie:subst,1
wypracować:ppas,3
wypracować:praet,2
wypracowywać:ger,2
wyprawa:subst,2
wyprawić:ppas,4
wyprawka:subst,2
wyprodukować:ger,18
wyprodukować:imps,1
wyprodukować:inf,2
wyprodukować:ppas,134
wyprodukować:praet,8
wypromować:ger,1
wyprowadzać:fin,4
wyprowadzać:ger,23
wyprowadzać:inf,2
wyprowadzać:pact,2
wyprowadzać:ppas,16
wyprowadzić:ger,61
wyprowadzić:ppas,12
wyprowadzić:praet,1
wyprzedaż:subst,3
wyprzedzający:adj,3
wyprzedzanie:subst,1
wyprzedzać:inf,2
wyprzedzać:ppas,2
wyprzedzenie:subst,20
wypukły:adj,2
wypychać:ger,1
wypytywać:ppas,1
wypła:ign,1
wypłacalność:subst,43
wypłacać:fin,310
wypłacać:ger,182
wypłacać:imps,1
wypłacać:inf,6
wypłacać:pact,35
wypłacać:pcon,1
wypłacać:ppas,262
wypłacać:praet,7
wypłacić:fin,5
wypłacić:ger,43
wypłacić:imps,13
wypłacić:inf,14
wypłacić:ppas,289
wypłacić:praet,9
wypłaszać:ger,1
wypłat:subst,785
wypłata:subst,285
wypłukać:ger,1
wypłynąć:ger,1
wypływ:subst,3
wyrabiać:fin,8
wyrabiać:ger,2
wyrabiać:pcon,1
wyrabiać:ppas,2
wyraz:subst,12201
wyrazić:fin,65
wyrazić:inf,117
wyrazić:ppas,345
wyrazić:praet,60
wyraźnie:adv,42
wyraźny:adj,32
wyrażać:fin,234
wyrażać:ger,53
wyrażać:inf,2
wyrażać:pact,25
wyrażać:pcon,4
wyrażać:ppas,8
wyrażenie:subst,240
wyrejestrować:ger,16
wyrejestrować:ppas,3
wyro:subst,2
wyrobisko:subst,43
wyrok:subst,814
wyrokować:ger,3
wyrosły:adj,1
wyruszyć:ger,1
wyruszyć:praet,1
wyrys:ign,5
wyrysami:ign,1
wyrysie:ign,1
wyrysu:ign,3
wyrysy:ign,2
wyrysów:ign,7
wyrywkowy:adj,15
wyrzeczenie:subst,1
wyrzucać:fin,1
wyrzucać:ger,3
wyrzucić:ger,1
wyrzucić:ppas,2
wyrzut:subst,1
wyrządzać:fin,16
wyrządzać:ger,3
wyrządzać:inf,2
wyrządzać:pact,19
wyrządzać:pcon,2
wyrządzać:ppas,7
wyrządzić:fin,2
wyrządzić:ger,51
wyrządzić:imps,3
wyrządzić:inf,9
wyrządzić:ppas,195
wyrządzić:praet,34
wyrób:subst,2744
wyrównanie:subst,92
wyrównany:adj,13
wyrównawczy:adj,158
wyrównać:inf,2
wyrównywać:fin,3
wyrównywać:ger,9
wyrównywać:pact,3
wyróżniający:adj,36
wyróżniać:fin,11
wyróżniać:ger,15
wyróżniać:pcon,1
wyróżniać:ppas,1
wyróżnienie:subst,118
wyróżnik:subst,5
wyróżniony:adj,23
wyróżnić:inf,4
wyróżnić:praet,1
wyrąb:subst,18
wyrąbać:ppas,2
wyrżnąć:praet,1
wys:ign,1
wysadzić:ger,1
wysadzić:inf,1
wysegregować:imps,1
wysiadać:ger,6
wysiadać:pact,2
wysiłek:subst,11
wysoce:adv,125
wysoki:adj,2263
wysoko:adv,2
wysokoaktywny:adj,3
wysokointensywny:adj,2
wysokometanowy:adj,6
wysokoprężny:adj,2
wysokospecjalistyczny:adj,5
wysokosprawny:adj,2
wysokotemperaturowy:adj,2
wysokościowy:adj,3
wysokość:subst,5397
wyspa:subst,19
wyspecjalizować:ppas,54
wyspecyfikować:inf,1
wystarczająco:adv,8
wystarczający:adj,126
wystarczać:fin,65
wystarczyć:fin,12
wystawa:subst,67
wystawca:subst,21
wystawiać:fin,71
wystawiać:ger,99
wystawiać:inf,4
wystawiać:pact,42
wystawiać:pcon,2
wystawiać:ppas,30
wystawiać:praet,1
wystawiennictwo:subst,1
wystawienniczy:adj,6
wystawić:fin,2
wystawić:ger,146
wystawić:imps,18
wystawić:inf,16
wystawić:ppas,179
wystawić:praet,7
wystosować:ger,1
wystosować:ppas,1
wystąpienie:subst,630
wystąpić:fin,62
wystąpić:imps,7
wystąpić:inf,306
wystąpić:praet,266
występ:subst,2
występek:subst,45
występowanie:subst,257
występować:fin,325
występować:impt,2
występować:inf,48
występować:pact,240
występować:pcon,12
występować:praet,19
wysunąć:ppas,2
wysuszyć:ppas,4
wysypisko:subst,4
wysypkowy:adj,1
wysypywać:ger,3
wysyłać:fin,6
wysyłać:ger,6
wysyłać:inf,2
wysyłać:pact,45
wysyłać:pcon,3
wysyłać:ppas,18
wysyłać:praet,1
wysyłka:subst,33
wysyłkowy:adj,10
wysz:subst,1
wyszacować:ppas,5
wyszczegól:ign,1
wyszczególniać:fin,2
wyszczególniać:inf,1
wyszczególniać:pcon,1
wyszczególnienie:subst,47
wyszczególnić:inf,1
wyszczególnić:ppas,19
wyszkolenie:subst,16
wyszkolić:ppas,1
wyszkowski:adj,2
wyszukanie:adv,7
wyszukany:adj,1
wyszukać:ger,2
wyszukiwać:ger,33
wysłanie:subst,34
wysłać:fin,2
wysłać:inf,3
wysłać:ppas,29
wysłodki:subst,1
wysłuchanie:subst,45
wysłuchać:fin,4
wysłuchać:inf,9
wysłuchiwać:fin,23
wysłuchiwać:ger,2
wysłuchiwać:inf,1
wysłuchiwać:pcon,1
wysługa:subst,65
wytaczać:fin,3
wytaczać:ger,1
wytaczać:inf,4
wytapiać:ger,1
wytatuować:ger,1
wytknąć:ger,13
wytoczyć:fin,3
wytoczyć:ger,18
wytoczyć:imps,2
wytoczyć:inf,17
wytoczyć:ppas,16
wytop:subst,5
wytrawiać:ger,2
wytrawny:adj,2
wytrzewiania:ign,1
wytrzeźwieć:ger,87
wytrzymałościowy:adj,2
wytrzymałość:subst,11
wytwa:ign,1
wytwarzanie:subst,885
wytwarzać:fin,67
wytwarzać:inf,6
wytwarzać:pact,130
wytwarzać:ppas,156
wytwarzać:praet,2
wytwornica:subst,5
wytworzyć:fin,2
wytworzyć:ger,258
wytworzyć:imps,8
wytworzyć:inf,1
wytworzyć:ppas,279
wytworzyć:praet,10
wytwór:subst,22
wytwórca:subst,250
wytwórczo:adv,5
wytwórczość:subst,10
wytwórczy:adj,39
wytwórnia:subst,20
wytyczać:fin,1
wytyczać:ger,5
wytyczna:subst,97
wytyczyć:ger,1
wytykać:fin,2
wytypować:ger,1
wytypować:ppas,3
wytłaczać:ger,1
wytłaczać:ppas,1
wytłoczyny:subst,1
wytłoczyć:ger,1
wytłoczyć:ppas,5
wytłoki:subst,2
wytłuścić:ppas,1
wyuczyć:ppas,5
wywane:ign,1
wywanie:ign,2
wywaniem:ign,1
wywar:subst,1
wyważać:ger,1
wyważyć:ppas,1
wywiad:subst,193
wywiadowczy:adj,4
wywierać:fin,37
wywierać:ger,13
wywierać:inf,9
wywierać:pact,3
wywierać:ppas,1
wywierać:praet,1
wywierzysko:subst,1
wywiesić:ger,16
wywiesić:inf,1
wywiesić:ppas,3
wywieszać:fin,10
wywieszać:ppas,4
wywieszka:subst,3
wywieść:imps,2
wywieźć:ger,1
wywieźć:ppas,60
wywieźć:praet,1
wywiązać:fin,1
wywiązać:ger,21
wywiązać:inf,4
wywiązać:praet,3
wywiązywać:fin,10
wywiązywać:ger,39
wywiązywać:pact,1
wywiązywać:praet,1
wywnioskować:inf,1
wywodzić:fin,6
wywozić:fin,11
wywozić:ger,14
wywozić:pact,5
wywozić:ppas,67
wywozowy:adj,42
wywoławczy:adj,16
wywołać:fin,1
wywołać:ger,30
wywołać:inf,34
wywołać:ppas,35
wywołać:praet,23
wywoływać:fin,56
wywoływać:ger,7
wywoływać:inf,7
wywoływać:pact,36
wywoływać:pcon,1
wywoływać:ppas,7
wywoływać:praet,1
wywrzeć:ger,2
wywrzeć:inf,3
wywrzeć:ppas,1
wywóz:subst,346
wywłaszczać:ger,41
wywłaszczenie:subst,37
wywłaszczeniowy:adj,9
wywłaszczyć:ppas,20
wyzbyć:ger,8
wyznaczać:fin,372
wyznaczać:ger,93
wyznaczać:inf,11
wyznaczać:pact,7
wyznaczać:pcon,56
wyznaczać:ppas,10
wyznaczyć:fin,25
wyznaczyć:ger,278
wyznaczyć:imps,8
wyznaczyć:inf,120
wyznaczyć:ppas,855
wyznaczyć:praet,19
wyznanie:subst,57
wyznaniowy:adj,166
wyznawać:ger,1
wyznawać:ppas,7
wyznawca:subst,3
wyznać:fin,1
wyzwanie:subst,2
wyzwolenie:subst,10
wyzysk:subst,1
wyzyskać:ger,1
wyzyskiwać:pcon,2
wyzywająca:subst,2
wyzywający:adj,1
wyładowanie:subst,21
wyładować:fin,1
wyładować:inf,4
wyładować:ppas,5
wyładowczy:adj,5
wyładowywać:fin,1
wyładowywać:ger,9
wyładowywać:ppas,1
wyładunek:subst,23
wyładunkowo:ign,2
wyładunkowoprzeładunkowy:adj,1
wyładunkowy:adj,7
wyłaniać:fin,16
wyłaniać:ger,10
wyłaniać:ppas,2
wyłapywać:ger,3
wyłonić:fin,8
wyłonić:ger,15
wyłonić:ppas,33
wyłowić:ppas,6
wyłożyć:ger,16
wyłożyć:inf,1
wyłożyć:ppas,9
wyłożyć:praet,1
wyłudzać:fin,3
wyłudzenie:subst,1
wyłą:ign,1
wyłączać:fin,111
wyłączać:ger,21
wyłączać:inf,4
wyłączać:pact,55
wyłączać:pcon,29
wyłączać:ppas,5
wyłączać:praet,1
wyłącze:ign,1
wyłączenie:subst,1149
wyłączn:ign,2
wyłącznie:adv,1439
wyłączność:subst,15
wyłączny:adj,281
wyłączyć:fin,1
wyłączyć:imps,3
wyłączyć:inf,45
wyłączyć:ppas,122
wyłączyć:praet,2
wyścig:subst,74
wyścigowy:adj,43
wyświetlać:ger,10
wyświetlać:ppas,3
wyświetlić:ger,1
wyświetlić:ppas,1
wyżyna:subst,1
wyżynny:adj,2
wyżywienie:subst,117
wzajemnie:adv,20
wzajemność:subst,85
wzajemny:adj,371
wzasadniczy:ign,1
wzbogacać:ger,11
wzbogacać:pact,4
wzbogacać:ppas,1
wzbogacić:ger,6
wzbogacić:ppas,3
wzbogaconyzawartość:ign,1
wzbraniać:fin,1
wzbronić:ppas,5
wzbudzać:fin,2
wzbudzać:ger,2
wzbudzać:pact,3
wzburzenie:subst,2
wzdłuż:adv,9
wzgląd:subst,2005
względem:prep,197
względnie:adv,14
względny:adj,11
wzgórze:subst,1
wziąć:fin,5
wziąć:imps,1
wziąć:inf,63
wziąć:praet,11
wzięcie:subst,19
wzięty:adj,3
wzmacniacz:subst,2
wzmacniać:ger,7
wzmianka:subst,111
wzmocnienie:subst,10
wzmocnić:ppas,5
wzmóc:ger,2
wzmóc:ppas,3
wznawiać:fin,25
wznawiać:ger,2
wznawiać:ppas,1
wzniesienie:subst,2
wznieść:ppas,9
wznieść:praet,1
wznosić:fin,1
wznosić:ger,25
wznosić:inf,1
wznosić:pact,1
wznosić:ppas,2
wznowa:subst,1
wznowienie:subst,173
wznowić:imps,2
wznowić:inf,7
wznowić:ppas,7
wzorcować:ger,11
wzorcować:pact,6
wzorcowy:adj,20
wzornictwo:subst,2
wzornik:subst,1
wzorowo:adv,3
wzorowy:adj,4
wzorzec:subst,75
wzrastający:adj,3
wzrastać:fin,9
wzrok:subst,15
wzrokowy:adj,3
wzrosnąć:fin,2
wzrosnąć:inf,2
wzrosnąć:praet,4
wzrost:subst,285
wzrosły:adj,1
wzruszać:ger,5
wzruszenie:subst,21
wzwyż:adv,3
wzywać:fin,164
wzywać:ger,26
wzywać:inf,13
wzywać:pact,8
wzywać:pcon,17
wzywać:ppas,4
wzór:subst,1552
wódka:subst,4
wódz:subst,1
wódzki:ign,1
wódzkie:ign,1
wództwo:subst,1
wójt:subst,422
wówczas:adv,172
wóz:subst,12
wózek:subst,25
wózkownia:subst,2
wą:ign,1
wąbrzeski:adj,2
wąchać:ger,1
wąglik:subst,3
wągrowiecki:adj,2
wąs:subst,2
wąski:adj,21
wątek:subst,5
wątpliwość:subst,225
wątpliwy:adj,15
wątroba:subst,4
wędka:subst,4
wędkarski:adj,11
wędkować:ger,1
wędlina:subst,1
wędrowny:adj,5
wędrówka:subst,2
wędzarnia:subst,2
wędzidło:subst,1
wędzić:ger,2
wędzić:ppas,1
węgiel:subst,156
węgier:subst,1
węgierski:adj,16
węglan:subst,40
węglik:subst,1
węglowodanowy:adj,1
węglowodór:subst,25
węglowy:adj,106
węgorz:subst,1
węgrowski:adj,2
węszych:ign,1
węzeł:subst,6
władanie:subst,62
władać:fin,4
władać:pact,81
władny:adj,1
władnący:adj,2
włady:adj,21
władza:subst,553
włamanie:subst,3
własić:impt,2
własne:subst,1088
własnoręcznie:adv,2
własnoręczność:subst,6
własnoręczny:adj,21
własnościowo:ign,1
własnościowy:adj,76
własność:subst,1336
własny:adj,387
właz:subst,1
właściciel:subst,932
właścicielski:adj,2
właściowści:ign,1
właściwie:adv,9
właściwość:subst,1049
właściwy:adj,14021
właść:subst,2
włochaty:adj,1
włocławski:adj,2
włodawski:adj,2
włos:subst,20
włosek:subst,1
włosie:subst,4
włosień:subst,21
włoski:adj,7
włoski:subst,4
włośnica:subst,3
włożyć:inf,1
włóczek:subst,1
włókienniczy:adj,166
włóknina:subst,10
włóknisty:adj,32
włókno:subst,388
włączać:fin,23
włączać:ger,3
włączać:pcon,26
włączać:ppas,5
włącznie:adv,107
włączyć:ger,48
włączyć:imps,1
włączyć:inf,5
włączyć:ppas,50
wścieklizna:subst,17
wśród:prep,29
xa:ign,1
y:ign,79
ych:ign,24
ycia:ign,2
ycie:ign,10
yersinia:ign,2
yl:ign,9
yletylo:ign,1
yli:ign,2
ylmetanon:ign,1
ym:ign,5
ymierzonych:ign,1
ytowe:ign,1
ywienia:ign,7
ywieniowego:ign,1
ywnością:ign,1
z:prep,93461
za:qub,11146
zaadresować:ppas,4
zaakceptować:fin,2
zaakceptować:ger,10
zaakceptować:imps,1
zaakceptować:inf,2
zaakceptować:ppas,20
zaakceptować:praet,1
zaalenie:ign,1
zaangażowanie:subst,31
zaangażować:ppas,17
zaawansowana:subst,43
zaawansowanie:subst,18
zaawansowany:subst,2
zaazotować:ppas,1
zabarwienie:subst,3
zabarwiony:adj,3
zabawa:subst,3
zabawka:subst,7
zabawowy:adj,1
zabez:subst,1
zabezpieczający:adj,226
zabezpieczać:fin,22
zabezpieczać:ger,74
zabezpieczać:inf,6
zabezpieczać:ppas,8
zabezpieczać:praet,1
zabezpieczenie:subst,1561
zabezpieczyć:imps,1
zabezpieczyć:inf,13
zabezpieczyć:ppas,152
zabezpieczyć:praet,1
zabicie:subst,10
zabieg:subst,144
zabiegowy:adj,1
zabiegowy:subst,3
zabierać:fin,14
zabierać:ger,3
zabierać:inf,2
zabierać:pcon,1
zabierać:ppas,1
zabijający:adj,1
zabijać:fin,10
zabijać:ger,18
zabijać:inf,1
zabijać:ppas,1
zabita:subst,4
zabity:subst,2
zablokować:inf,1
zablokować:ppas,5
zaborca:subst,1
zabraknąć:fin,1
zabraknąć:praet,1
zabrać:ger,149
zabrać:imps,1
zabrać:inf,2
zabrać:ppas,6
zabronić:inf,7
zabronić:ppas,414
zabrudzenie:subst,2
zabrudzić:ppas,1
zabudowa:subst,163
zabudowania:subst,8
zabudować:ppas,47
zabudować:praet,1
zaburzenia:subst,61
zaburzenie:subst,3
zaburzyć:ppas,3
zabytek:subst,160
zabytkowy:adj,33
zabójstwo:subst,14
zabór:subst,2
zabłąkana:subst,2
zabłąkać:praet,1
zacatechichi:ign,1
zachodni:adj,27
zachodnio:adv,1
zachodnioeuropejski:adj,3
zachodniopomorski:adj,5
zachodzić:fin,473
zachodzić:inf,1
zachodzić:pact,28
zachodzić:praet,7
zachorowalność:subst,2
zachorować:ger,37
zachorować:praet,3
zachowanie:subst,970
zachowawczy:adj,27
zachować:fin,7
zachować:imps,1
zachować:inf,37
zachować:ppas,25
zachować:praet,10
zachowek:subst,27
zachowywać:fin,563
zachowywać:ger,2
zachowywać:inf,12
zachowywać:pact,3
zachowywać:pcon,16
zachwalać:ger,1
zachwiać:ppas,2
zachód:subst,5
zachęcający:adj,2
zachęcać:fin,1
zachęcać:ger,10
zachęcać:inf,1
zachęcić:ger,1
zachęt:subst,2
zachęta:subst,1
zaciemnić:ppas,1
zacieraczka:subst,5
zacierać:fin,1
zacierać:ger,1
zacieśniać:ger,1
zacią:ign,2
zaciąg:subst,10
zaciągać:fin,2
zaciągać:ger,62
zaciągać:inf,36
zaciągać:ppas,19
zaciągnię:ign,1
zaciągnąć:fin,1
zaciągnąć:ger,19
zaciągnąć:imps,6
zaciągnąć:inf,6
zaciągnąć:ppas,109
zaciągnąć:praet,2
zacji:ign,1
zacją:ign,2
zację:ign,1
zacofanie:subst,1
zacumować:ppas,1
zacyjnych:ign,1
zaczynać:fin,11
zaczynać:inf,1
zacząć:fin,1
zacząć:ppas,2
zadanie:subst,4655
zadaniowy:adj,12
zadany:adj,2
zadaszony:adj,4
zadatek:subst,6
zadawać:fin,4
zadawać:ger,9
zadawać:inf,11
zadecydować:fin,6
zadecydować:inf,4
zadekiel:subst,2
zadeklaro:ign,4
zadeklarować:fin,5
zadeklarować:ger,7
zadeklarować:imps,1
zadeklarować:inf,4
zadeklarować:ppas,62
zadeklarować:praet,3
zadowalający:adj,11
zadowolony:adj,2
zadość:adv,22
zadośćuczynienie:subst,41
zadośćuczynić:inf,1
zadrażnienie:subst,1
zadrukować:ppas,5
zadrzewiać:ger,4
zadrzewić:ger,42
zadrzewić:ppas,5
zadysponować:fin,1
zadysponować:ger,5
zadłużenie:subst,114
zadłużyć:ppas,1
zaewidencjonować:ger,3
zaewidencjonować:ppas,24
zafakt:subst,1
zafałszować:ger,4
zafałszować:ppas,6
zagadnienie:subst,96
zagarnięcie:subst,3
zagarnąć:ppas,1
zaginiona:subst,15
zaginiony:subst,6
zaginięcie:subst,34
zaginąć:fin,1
zaginąć:praet,16
zagniwać:ger,1
zagospodarować:ger,779
zagospodarować:inf,2
zagospodarować:ppas,10
zagospodarowywać:fin,1
zagospodarowywać:ger,2
zagranica:subst,595
zagraniczny:adj,1797
zagrać:fin,3
zagrażać:fin,84
zagrażać:inf,21
zagrażać:pact,61
zagrażać:praet,2
zagregować:ppas,1
zagrodowy:adj,3
zagroenie:ign,2
zagrozić:fin,1
zagrozić:inf,28
zagrozić:ppas,236
zagrozić:praet,6
zagrożenie:subst,1365
zagruntować:ppas,1
zagrzebać:ppas,1
zagubiony:adj,1
zagubić:ger,7
zagwarantować:fin,2
zagwarantować:ger,28
zagwarantować:inf,6
zagwarantować:ppas,9
zagęszczać:ger,2
zagęszczać:pact,2
zagęszczenie:subst,1
zagęścić:ppas,22
zagłada:subst,72
zagłodzić:ger,1
zain:ign,1
zainfekować:ppas,1
zainicjować:ger,1
zainkasować:ppas,3
zainstalować:ger,21
zainstalować:inf,4
zainstalować:ppas,33
zainteresowana:subst,348
zainteresowanie:subst,25
zainteresowany:subst,230
zaistniały:adj,55
zaistnieć:fin,8
zaistnieć:ger,178
zaistnieć:inf,1
zaistnieć:praet,5
zaj:ign,1
zajda:subst,7
zajem:subst,3
zajmować:fin,77
zajmować:ger,145
zajmować:inf,26
zajmować:pcon,2
zajmować:ppas,433
zajmować:praet,33
zajmujący:adj,375
zająć:fin,1
zająć:imps,1
zająć:inf,6
zająć:praet,1
zajęcia:subst,501
zajęcie:subst,189
zajęciowy:adj,2
zajęty:adj,241
zajście:subst,17
zajść:praet,1
zakadów:ign,1
zakaz:subst,733
zakazany:adj,39
zakazać:fin,4
zakazać:ger,4
zakazać:imps,1
zakazać:inf,56
zakazić:ppas,11
zakazywać:fin,55
zakazywać:ger,3
zakazywać:pact,34
zakaźnie:adv,2
zakaźny:adj,290
zakażenie:subst,145
zakieł:subst,1
zaklasyfikować:ger,1
zaklasyfikować:ppas,8
zaklinować:ger,1
zakodować:ger,2
zakodować:ppas,5
zakomunikować:inf,1
zakon:subst,17
zakonny:adj,17
zakonserwować:ppas,7
zakontraktować:ppas,4
zakopywać:ger,4
zakorzenić:ppas,1
zakotwiczyć:inf,1
zakotwiczyć:ppas,2
zakoń:subst,1
zakończenie:subst,949
zakończony:adj,246
zakończyć:fin,19
zakończyć:imps,12
zakończyć:inf,24
zakończyć:praet,16
zakredytować:ppas,1
zakres:subst,9292
zakreślać:fin,3
zakreślać:pcon,2
zakreślić:inf,5
zakreślić:ppas,2
zakrzewie:subst,1
zakrzewić:ger,9
zaksięgować:ger,4
zaksięgować:imps,3
zaktualizować:fin,1
zaktualizować:ger,5
zaktualizować:inf,1
zaktualizować:ppas,18
zaktualizować:praet,1
zakumulować:ppas,2
zakup:subst,398
zakupić:fin,2
zakupić:imps,1
zakupić:inf,6
zakupić:ppas,50
zakupowy:adj,1
zakupywać:fin,1
zakupywać:ppas,3
zakwali:ign,1
zakwalifikować:ger,10
zakwalifikować:imps,3
zakwalifikować:inf,3
zakwalifikować:ppas,47
zakwalifikować:praet,1
zakwasić:ger,1
zakwaszać:ger,5
zakwaszać:ppas,2
zakwaterowanie:subst,160
zakwaterować:inf,2
zakwestionować:fin,4
zakwestionować:ger,1
zakwestionować:inf,1
zakwestionować:ppas,6
zakwestionować:praet,2
zakład:subst,4786
zakładać:fin,25
zakładać:ger,92
zakładać:inf,28
zakładać:pact,2
zakładać:pcon,2
zakładać:ppas,17
zakładnik:subst,8
zakładowy:adj,821
zakładze:ign,1
zakłócający:adj,17
zakłócać:fin,10
zakłócać:ger,8
zakłócać:inf,3
zakłócać:pcon,2
zakłócać:ppas,3
zakłócenie:subst,54
zakłócić:inf,5
zakłócić:ppas,2
zalany:adj,9
zalać:ger,4
zalecać:fin,2
zalecać:ger,6
zalecać:ppas,29
zalecenie:subst,138
zalecić:inf,1
zalecić:ppas,5
zalegalizować:ger,1
zalegalizować:ppas,13
zalegać:fin,39
zalegać:ger,9
zalegać:pact,5
zaległość:subst,239
zaległy:adj,50
zalen:subst,16
zalesiać:ger,9
zalesiać:ppas,1
zalesienie:subst,43
zalesieniowy:adj,1
zalesiony:adj,7
zaleta:subst,11
zalew:subst,7
zalewa:subst,1
zalewać:ger,1
zalewać:ppas,1
zalewowy:adj,9
zależeć:fin,128
zależnie:adv,20
zależność:subst,321
zależny:adj,378
zaliczalny:adj,8
zaliczać:fin,286
zaliczać:ger,56
zaliczać:inf,3
zaliczać:pact,1
zaliczać:ppas,140
zaliczenie:subst,131
zaliczka:subst,405
zaliczkowo:adv,4
zaliczkowy:adj,14
zaliczyć:fin,4
zaliczyć:inf,21
zaliczyć:ppas,267
zaliczyć:praet,6
zaln:ign,2
zalności:ign,1
zaludnienie:subst,17
zaludnić:ppas,1
zalądowionych:ign,4
zamach:subst,59
zamarznąć:ppas,4
zamawiać:ger,1
zamawiać:inf,2
zamawiać:pact,722
zamawiać:ppas,13
zamek:subst,1
zameldować:ger,78
zameldować:inf,1
zameldować:ppas,16
zamia:subst,1
zamian:subst,253
zamiana:subst,30
zamiar:subst,323
zamiast:conj,105
zamiejscowy:adj,77
zamieniać:fin,9
zamieniać:pact,1
zamieniać:ppas,6
zamienić:inf,11
zamienić:ppas,3
zamienić:praet,1
zamienny:adj,123
zamierzać:fin,120
zamierzać:pact,90
zamierzać:praet,2
zamierzenie:subst,21
zamierzyć:ppas,167
zamieszczać:fin,189
zamieszczać:ger,16
zamieszczać:inf,4
zamieszczać:pact,2
zamieszczać:pcon,12
zamieszczać:ppas,22
zamieszka:subst,3
zamieszkanie:subst,1001
zamieszkany:adj,14
zamieszkać:inf,10
zamieszkać:praet,2
zamieszkały:adj,188
zamieszkiwać:fin,39
zamieszkiwać:ger,29
zamieszkiwać:inf,4
zamieszkiwać:pact,53
zamieszkiwać:ppas,1
zamieszkiwać:praet,8
zamieścić:fin,5
zamieścić:ger,67
zamieścić:imps,5
zamieścić:inf,30
zamieścić:ppas,90
zamieścić:praet,6
zamknięcie:subst,154
zamknięty:adj,240
zamknąć:fin,1
zamknąć:inf,1
zamocować:ger,5
zamojski:adj,3
zamoknąć:ger,1
zamontować:ger,7
zamontować:ppas,9
zamordować:ppas,1
zamorski:adj,1
zamortyzować:ger,3
zamortyzować:ppas,3
zamrażarka:subst,4
zamrażać:fin,1
zamrażać:ger,3
zamrażać:pact,5
zamrozić:ger,17
zamrozić:ppas,12
zamykać:fin,14
zamykać:ger,18
zamykać:inf,2
zamykać:pact,3
zamykać:ppas,3
zamó:ign,1
zamówienie:subst,1465
zamówić:ppas,18
zan:ign,4
zania:ign,2
zanie:ign,2
zaniechanie:subst,151
zaniechać:fin,1
zaniechać:imps,7
zaniechać:inf,13
zaniechać:ppas,10
zaniechać:praet,9
zanieczys:ign,1
zanieczyszczać:fin,2
zanieczyszczać:ger,37
zanieczyszczać:inf,3
zanieczyszczać:pact,39
zanieczyszczenie:subst,511
zanieczyścić:inf,2
zanieczyścić:ppas,43
zaniedbanie:adv,3
zaniedbanie:subst,26
zaniedbany:adj,1
zaniedbać:praet,4
zaniedbywać:fin,3
zaniedbywać:ger,2
zaniedbywać:pact,1
zaniedbywać:ppas,1
zaniepokojenie:subst,1
zanik:subst,3
zanikać:pact,1
zanim:comp,24
zaniżanie:subst,1
zaniżać:fin,1
zaniżać:inf,3
zaniżyć:ger,1
zaniżyć:ppas,9
zanonimizowanej:ign,1
zanonimizować:ign,1
zanotować:ger,3
zanotować:inf,2
zanurzać:ger,1
zanurzenie:subst,4
zanęcać:ger,1
zaobserwować:imps,1
zaobserwować:ppas,2
zaoczkować:ppas,1
zaocznie:adv,5
zaoczny:adj,3
zaoczny:depr,4
zaoczny:subst,38
zaoferować:fin,5
zaoferować:ger,4
zaoferować:imps,1
zaoferować:inf,3
zaoferować:ppas,5
zaoferować:praet,16
zaokrąglać:fin,35
zaokrąglać:ger,6
zaokrąglać:pcon,10
zaokrąglać:ppas,3
zaokrąglenie:subst,28
zaokrąglić:ppas,5
zaopatrywać:fin,4
zaopatrywać:ger,28
zaopatrywać:inf,2
zaopatrywać:pact,13
zaopatrywać:ppas,3
zaopatrzenie:subst,414
zaopatrzyć:ppas,57
zaopiniować:fin,1
zaopiniować:ger,82
zaopiniować:ppas,41
zaopiniować:praet,1
zaorać:ger,1
zaostrzać:pact,2
zaostrzenie:subst,5
zaostrzyć:inf,2
zaoszczędzić:praet,1
zapach:subst,13
zapachowy:adj,18
zapadalność:subst,9
zapadać:fin,59
zapadać:inf,1
zapadać:pact,2
zapadnięcie:subst,3
zapadły:adj,18
zapakować:ppas,5
zapalarka:subst,1
zapalenie:subst,32
zapalić:inf,2
zapalniczka:subst,2
zapalny:adj,5
zapas:subst,192
zapasowy:adj,82
zapatrywanie:subst,2
zapałka:subst,2
zapaść:inf,2
zapaść:praet,39
zapewniający:adj,344
zapewniać:fin,493
zapewniać:ger,47
zapewniać:inf,43
zapewniać:pcon,26
zapewniać:ppas,4
zapewniać:praet,7
zapewnienie:subst,1279
zapewnić:fin,71
zapewnić:imps,11
zapewnić:inf,208
zapewnić:ppas,40
zapewnić:praet,9
zapieczętować:ppas,17
zapieczętowywać:fin,3
zapis:subst,462
zapisany:adj,38
zapisać:ger,17
zapisać:inf,1
zapisek:subst,4
zapisobierca:subst,10
zapisować:fin,3
zapisywać:ger,11
zapisywać:pact,2
