orth,base,cat
zagrozić,zagrozić,inf
zagroził,zagrozić,praet
zagroził,zagrozić,praet
by,by,qub
zagroziło,zagrozić,praet
zagroziło,zagrozić,praet
by,by,qub
zagrożeni,zagrozić,ppas
zagrożenia,zagrożenie,subst
zagrożeniach,zagrożenie,subst
zagrożeniami,zagrożenie,subst
zagrożenie,zagrożenie,subst
zagrożeniem,zagrożenie,subst
zagrożeniom,zagrożenie,subst
zagrożeniu,zagrożenie,subst
zagrożeń,zagrożenie,subst
zagrożona,zagrozić,ppas
zagrożone,zagrozić,ppas
zagrożonego,zagrozić,ppas
zagrożonej,zagrozić,ppas
zagrożony,zagrozić,ppas
zagrożonych,zagrozić,ppas
zagrożonym,zagrozić,ppas
zagrożonymi,zagrozić,ppas
zagrożoną,zagrozić,ppas
zagruntowane,zagruntować,ppas
zagrzebane,zagrzebać,ppas
zagubienia,zagubić,ger
zagubionym,zagubiony,adj
zagwarantowane,zagwarantować,ppas
zagwarantowanej,zagwarantować,ppas
zagwarantowania,zagwarantować,ger
zagwarantowanie,zagwarantować,ger
zagwarantowany,zagwarantować,ppas
zagwarantowaną,zagwarantować,ppas
zagwarantować,zagwarantować,inf
zagwarantują,zagwarantować,fin
zagęszczające,zagęszczać,pact
zagęszczanie,zagęszczać,ger
zagęszczaniu,zagęszczać,ger
zagęszczenia,zagęszczenie,subst
zagęszczonego,zagęścić,ppas
zagęszczony,zagęścić,ppas
zagęszczonych,zagęścić,ppas
zagęszczonym,zagęścić,ppas
zagłada,zagłada,subst
zagłady,zagłada,subst
zagłodzenia,zagłodzić,ger
zain,zain,ign
zainfekowanych,zainfekować,ppas
zainicjowania,zainicjować,ger
zainkasowanej,zainkasować,ppas
zainstalowana,zainstalować,ppas
zainstalowane,zainstalować,ppas
zainstalowanego,zainstalować,ppas
zainstalowanej,zainstalować,ppas
zainstalowania,zainstalować,ger
zainstalowanie,zainstalować,ger
zainstalowaniem,zainstalować,ger
zainstalowaniu,zainstalować,ger
zainstalowany,zainstalować,ppas
zainstalowanych,zainstalować,ppas
zainstalowanymi,zainstalować,ppas
zainstalowaną,zainstalować,ppas
zainstalować,zainstalować,inf
zainteresowana,zainteresowana,subst
zainteresowane,zainteresowana,subst
zainteresowanego,zainteresowany,subst
zainteresowanej,zainteresowana,subst
zainteresowanemu,zainteresowany,subst
zainteresowani,zainteresowany,subst
zainteresowania,zainteresowanie,subst
zainteresowaniach,zainteresowanie,subst
zainteresowanie,zainteresowanie,subst
zainteresowany,zainteresowany,subst
zainteresowanych,zainteresowana,subst
zainteresowanym,zainteresowana,subst
zainteresowanymi,zainteresowana,subst
zainteresowaną,zainteresowana,subst
zainteresowań,zainteresowanie,subst
zaistniał,zaistnieć,praet
zaistniała,zaistniały,adj
zaistniał,zaistnieć,praet
by,by,qub
zaistniałe,zaistniały,adj
zaistniałego,zaistniały,adj
zaistniałej,zaistniały,adj
zaistniało,zaistnieć,praet
zaistniały,zaistniały,adj
zaistniałych,zaistniały,adj
zaistniałym,zaistniały,adj
zaistnieje,zaistnieć,fin
zaistnieją,zaistnieć,fin
zaistnienia,zaistnieć,ger
zaistnienie,zaistnieć,ger
zaistnieniem,zaistnieć,ger
zaistnieniu,zaistnieć,ger
zaistnieć,zaistnieć,inf
zaj,zaj,ign
zajdzie,zajda,subst
zajdą,zajda,subst
zajmie,zajem,subst
zajmowali,zajmować,praet
zajmowana,zajmować,ppas
zajmowane,zajmować,ppas
zajmowanego,zajmować,ppas
zajmowanej,zajmować,ppas
zajmowanemu,zajmować,ppas
zajmowania,zajmować,ger
zajmowanie,zajmować,ger
zajmowaniem,zajmować,ger
zajmowaniu,zajmować,ger
zajmowany,zajmować,ppas
zajmowanych,zajmować,ppas
zajmowanym,zajmować,ppas
zajmowaną,zajmować,ppas
zajmować,zajmować,inf
zajmował,zajmować,praet
zajmowała,zajmować,praet
zajmowały,zajmować,praet
zajmuje,zajmować,fin
zajmują,zajmować,fin
zajmując,zajmować,pcon
zajmująca,zajmujący,adj
zajmujące,zajmujący,adj
zajmującego,zajmujący,adj
zajmującej,zajmujący,adj
zajmującemu,zajmujący,adj
zajmujący,zajmujący,adj
zajmujących,zajmujący,adj
zajmującym,zajmujący,adj
zajmującymi,zajmujący,adj
zajmującą,zajmujący,adj
zajmuję,zajmować,fin
zajmą,zająć,fin
zająć,zająć,inf
zajęcia,zajęcia,subst
zajęciach,zajęcia,subst
zajęciami,zajęcia,subst
zajęcie,zajęcie,subst
zajęciem,zajęcie,subst
zajęciowej,zajęciowy,adj
zajęciu,zajęcie,subst
zajęta,zajęty,adj
zajęte,zajęty,adj
zajętego,zajęty,adj
zajętej,zajęty,adj
zajęto,zająć,imps
zajęty,zajęty,adj
zajętych,zajęty,adj
zajętym,zajęty,adj
zajętymi,zajęty,adj
zajętą,zajęty,adj
zajęć,zajęcia,subst
zajęły,zająć,praet
zajścia,zajście,subst
zajście,zajście,subst
zajściu,zajście,subst
zakadów,zakadów,ign
zakaz,zakaz,subst
zakazach,zakaz,subst
zakazami,zakaz,subst
zakazana,zakazany,adj
zakazane,zakazany,adj
zakazanej,zakazany,adj
zakazania,zakazać,ger
zakazanie,zakazać,ger
zakazano,zakazać,imps
zakazany,zakazany,adj
zakazanych,zakazany,adj
zakazać,zakazać,inf
zakazem,zakaz,subst
zakazie,zakaz,subst
zakazom,zakaz,subst
zakazowi,zakaz,subst
zakazu,zakaz,subst
zakazuje,zakazywać,fin
zakazują,zakazywać,fin
zakazująca,zakazywać,pact
zakazujące,zakazywać,pact
zakazującego,zakazywać,pact
zakazującej,zakazywać,pact
zakazujących,zakazywać,pact
zakazującą,zakazywać,pact
zakazy,zakaz,subst
zakazywania,zakazywać,ger
zakazów,zakaz,subst
zakaźna,zakaźny,adj
zakaźne,zakaźny,adj
zakaźnego,zakaźny,adj
zakaźnej,zakaźny,adj
zakaźnie,zakaźnie,adv
zakaźnych,zakaźny,adj
zakaźnym,zakaźny,adj
zakaźnymi,zakaźny,adj
zakaźną,zakaźny,adj
zakaże,zakazać,fin
zakażenia,zakażenie,subst
zakażeniach,zakażenie,subst
zakażeniami,zakażenie,subst
zakażenie,zakażenie,subst
zakażeniom,zakażenie,subst
zakażeniu,zakażenie,subst
zakażeń,zakażenie,subst
zakażone,zakazić,ppas
zakażonego,zakazić,ppas
zakażonej,zakazić,ppas
zakażonych,zakazić,ppas
zakażonymi,zakazić,ppas
zakażą,zakazać,fin
zaklasyfikowane,zaklasyfikować,ppas
zaklasyfikowanego,zaklasyfikować,ppas
zaklasyfikowanej,zaklasyfikować,ppas
zaklasyfikowania,zaklasyfikować,ger
zaklinowaniu,zaklinować,ger
zakodowaniem,zakodować,ger
zakodowaniu,zakodować,ger
zakodowany,zakodować,ppas
zakodowanym,zakodować,ppas
zakodowanymi,zakodować,ppas
zakomunikować,zakomunikować,inf
zakonach,zakon,subst
zakonna,zakonny,adj
zakonne,zakonny,adj
zakonnego,zakonny,adj
zakonny,zakonny,adj
zakonnych,zakonny,adj
zakonnymi,zakonny,adj
zakonserwowane,zakonserwować,ppas
zakonserwowanych,zakonserwować,ppas
zakontraktowane,zakontraktować,ppas
zakontraktowany,zakontraktować,ppas
zakontraktowanych,zakontraktować,ppas
zakonu,zakon,subst
zakony,zakon,subst
zakonów,zakon,subst
zakopywania,zakopywać,ger
zakopywaniu,zakopywać,ger
zakorzenionej,zakorzenić,ppas
zakotwiczone,zakotwiczyć,ppas
zakotwiczonych,zakotwiczyć,ppas
zakotwiczyć,zakotwiczyć,inf
zakoń,zakoń,subst
zakończenia,zakończenie,subst
zakończeniach,zakończenie,subst
zakończeniami,zakończenie,subst
zakończenie,zakończenie,subst
zakończeniem,zakończenie,subst
zakończeniu,zakończenie,subst
zakończeń,zakończenie,subst
zakończona,zakończony,adj
zakończone,zakończony,adj
zakończonego,zakończony,adj
zakończonej,zakończony,adj
zakończono,zakończyć,imps
zakończony,zakończony,adj
zakończonych,zakończony,adj
zakończonym,zakończony,adj
zakończoną,zakończony,adj
zakończy,zakończyć,fin
zakończyli,zakończyć,praet
zakończyć,zakończyć,inf
zakończył,zakończyć,praet
zakończyła,zakończyć,praet
zakończyło,zakończyć,praet
zakończyły,zakończyć,praet
zakończą,zakończyć,fin
zakredytowaną,zakredytować,ppas
zakres,zakres,subst
zakresach,zakres,subst
zakresami,zakres,subst
zakresem,zakres,subst
zakresie,zakres,subst
zakresowi,zakres,subst
zakresu,zakres,subst
zakresy,zakres,subst
zakresów,zakres,subst
zakreśla,zakreślać,fin
zakreślając,zakreślać,pcon
zakreślić,zakreślić,inf
zakreślonego,zakreślić,ppas
zakreślonym,zakreślić,ppas
zakrzewie,zakrzewie,subst
zakrzewienia,zakrzewić,ger
zakrzewieniami,zakrzewić,ger
zakrzewienie,zakrzewić,ger
zakrzewień,zakrzewić,ger
zaksięgowania,zaksięgować,ger
zaksięgowano,zaksięgować,imps
zaktualizowana,zaktualizować,ppas
zaktualizowane,zaktualizować,ppas
zaktualizowanej,zaktualizować,ppas
zaktualizowania,zaktualizować,ger
zaktualizowanie,zaktualizować,ger
zaktualizowaniu,zaktualizować,ger
zaktualizowanych,zaktualizować,ppas
zaktualizowaną,zaktualizować,ppas
zaktualizować,zaktualizować,inf
zaktualizował,zaktualizować,praet
zaktualizuje,zaktualizować,fin
zakumulowanych,zakumulować,ppas
zakumulowaną,zakumulować,ppas
zakup,zakup,subst
zakupami,zakup,subst
zakupem,zakup,subst
zakupi,zakupić,fin
zakupie,zakup,subst
zakupione,zakupić,ppas
zakupionego,zakupić,ppas
zakupionej,zakupić,ppas
zakupiono,zakupić,imps
zakupiony,zakupić,ppas
zakupionych,zakupić,ppas
zakupionym,zakupić,ppas
zakupionymi,zakupić,ppas
zakupioną,zakupić,ppas
zakupić,zakupić,inf
zakupowym,zakupowy,adj
zakupu,zakup,subst
zakupuje,zakupywać,fin
zakupy,zakup,subst
zakupywane,zakupywać,ppas
zakupywanego,zakupywać,ppas
zakupywanych,zakupywać,ppas
zakupów,zakup,subst
zakwali,zakwali,ign
zakwalifikowane,zakwalifikować,ppas
zakwalifikowanego,zakwalifikować,ppas
zakwalifikowani,zakwalifikować,ppas
zakwalifikowania,zakwalifikować,ger
zakwalifikowanie,zakwalifikować,ger
zakwalifikowaniu,zakwalifikować,ger
zakwalifikowano,zakwalifikować,imps
zakwalifikowany,zakwalifikować,ppas
zakwalifikowanych,zakwalifikować,ppas
zakwalifikowanym,zakwalifikować,ppas
zakwalifikowanymi,zakwalifikować,ppas
zakwalifikować,zakwalifikować,inf
zakwalifikował,zakwalifikować,praet
zakwaszane,zakwaszać,ppas
zakwaszanie,zakwaszać,ger
zakwaszenia,zakwasić,ger
zakwaterowania,zakwaterowanie,subst
zakwaterowanie,zakwaterowanie,subst
zakwaterowaniem,zakwaterowanie,subst
zakwaterowaniu,zakwaterowanie,subst
zakwaterować,zakwaterować,inf
zakwestionowane,zakwestionować,ppas
zakwestionowanego,zakwestionować,ppas
zakwestionowanej,zakwestionować,ppas
zakwestionowania,zakwestionować,ger
zakwestionowanych,zakwestionować,ppas
zakwestionować,zakwestionować,inf
zakwestionował,zakwestionować,praet
zakwestionuje,zakwestionować,fin
zakła,zakieł,subst
zakład,zakład,subst
zakłada,zakładać,fin
zakładach,zakład,subst
zakładają,zakładać,fin
zakładając,zakładać,pcon
zakładające,zakładać,pact
zakładami,zakład,subst
zakładana,zakładać,ppas
zakładane,zakładać,ppas
zakładanego,zakładać,ppas
zakładanej,zakładać,ppas
zakładanemu,zakładać,ppas
zakładania,zakładać,ger
zakładanie,zakładać,ger
zakładaniem,zakładać,ger
zakładaniu,zakładać,ger
zakładanych,zakładać,ppas
zakładać,zakładać,inf
zakładem,zakład,subst
zakładnika,zakładnik,subst
zakładników,zakładnik,subst
zakładom,zakład,subst
zakładowa,zakładowy,adj
zakładowe,zakładowy,adj
zakładowego,zakładowy,adj
zakładowej,zakładowy,adj
zakładowemu,zakładowy,adj
zakładowi,zakład,subst
zakładowy,zakładowy,adj
zakładowych,zakładowy,adj
zakładowym,zakładowy,adj
zakładowymi,zakładowy,adj
zakładową,zakładowy,adj
zakładu,zakład,subst
zakłady,zakład,subst
zakładze,zakładze,ign
zakładzie,zakład,subst
zakładów,zakład,subst
zakłóca,zakłócać,fin
zakłócają,zakłócać,fin
zakłócając,zakłócać,pcon
zakłócające,zakłócający,adj
zakłócającej,zakłócający,adj
zakłócający,zakłócający,adj
zakłócających,zakłócający,adj
zakłócającym,zakłócający,adj
zakłócana,zakłócać,ppas
zakłócania,zakłócać,ger
zakłócać,zakłócać,inf
zakłócała,zakłócać,praet
by,by,qub
zakłócenia,zakłócenie,subst
zakłóceniach,zakłócenie,subst
zakłócenie,zakłócenie,subst
zakłóceniu,zakłócenie,subst
zakłóceń,zakłócenie,subst
zakłócić,zakłócić,inf
zakłócone,zakłócić,ppas
zalane,zalany,adj
zalania,zalać,ger
zalanie,zalać,ger
zalaniu,zalać,ger
zalanych,zalany,adj
zaleca,zalecać,fin
zalecana,zalecać,ppas
zalecane,zalecać,ppas
zalecanego,zalecać,ppas
zalecanej,zalecać,ppas
zalecania,zalecać,ger
zalecanie,zalecać,ger
zalecany,zalecać,ppas
zalecanych,zalecać,ppas
zalecaną,zalecać,ppas
zalecenia,zalecenie,subst
zaleceniach,zalecenie,subst
zaleceniami,zalecenie,subst
zalecenie,zalecenie,subst
zaleceniem,zalecenie,subst
zaleceniu,zalecenie,subst
zaleceń,zalecenie,subst
zalecić,zalecić,inf
zaleconego,zalecić,ppas
zaleconej,zalecić,ppas
zaleconym,zalecić,ppas
zalega,zalegać,fin
zalegają,zalegać,fin
zalegającego,zalegać,pact
zalegających,zalegać,pact
zalegalizowane,zalegalizować,ppas
zalegalizowanie,zalegalizować,ger
zalegalizowanych,zalegalizować,ppas
zalegania,zalegać,ger
zaległe,zaległy,adj
zaległej,zaległy,adj
zaległości,zaległość,subst
zaległościach,zaległość,subst
zaległością,zaległość,subst
zaległość,zaległość,subst
zaległy,zaległy,adj
zaległych,zaległy,adj
zaległą,zaległy,adj
zalesianego,zalesiać,ppas
zalesiania,zalesiać,ger
zalesianie,zalesiać,ger
zalesienia,zalesienie,subst
zalesienie,zalesienie,subst
zalesieniowych,zalesieniowy,adj
zalesień,zalesienie,subst
zalesionego,zalesiony,adj
zalesiony,zalesiony,adj
zalesionym,zalesiony,adj
zalesionymi,zalesiony,adj
zaletach,zaleta,subst
zalewa,zalewa,subst
zalewaniu,zalewać,ger
zalewanym,zalewać,ppas
zalewie,zalew,subst
zalewowych,zalewowy,adj
zalewu,zalew,subst
zależna,zależny,adj
zależne,zależny,adj
zależnego,zależny,adj
zależnej,zależny,adj
zależnie,zależnie,adv
zależności,zależność,subst
zależnościami,zależność,subst
zależny,zależny,adj
zależnych,zależny,adj
zależnym,zależny,adj
zależnymi,zależny,adj
zależną,zależny,adj
zależy,zależeć,fin
zależą,zależeć,fin
zalicza,zaliczać,fin
zaliczają,zaliczać,fin
zaliczającej,zaliczać,pact
zaliczalne,zaliczalny,adj
zaliczalnych,zaliczalny,adj
zaliczalnymi,zaliczalny,adj
zaliczana,zaliczać,ppas
zaliczane,zaliczać,ppas
zaliczanego,zaliczać,ppas
zaliczanej,zaliczać,ppas
zaliczani,zaliczać,ppas
zaliczania,zaliczać,ger
zaliczanie,zaliczać,ger
zaliczaniu,zaliczać,ger
zaliczany,zaliczać,ppas
zaliczanych,zaliczać,ppas
zaliczanymi,zaliczać,ppas
zaliczać,zaliczać,inf
zaliczek,zaliczka,subst
zaliczeni,zaliczyć,ppas
zaliczenia,zaliczenie,subst
zaliczenie,zaliczenie,subst
zaliczeniem,zaliczenie,subst
zaliczeniu,zaliczenie,subst
zaliczeń,zaliczenie,subst
zaliczka,zaliczka,subst
zaliczkach,zaliczka,subst
zaliczkami,zaliczka,subst
zaliczki,zaliczka,subst
zaliczkowego,zaliczkowy,adj
zaliczkowej,zaliczkowy,adj
zaliczkowo,zaliczkowo,adv
zaliczkowych,zaliczkowy,adj
zaliczkową,zaliczkowy,adj
zaliczką,zaliczka,subst
zaliczkę,zaliczka,subst
zaliczona,zaliczyć,ppas
zaliczone,zaliczyć,ppas
zaliczonego,zaliczyć,ppas
zaliczonej,zaliczyć,ppas
zaliczony,zaliczyć,ppas
zaliczonych,zaliczyć,ppas
zaliczonym,zaliczyć,ppas
zaliczonymi,zaliczyć,ppas
zaliczoną,zaliczyć,ppas
zaliczy,zaliczyć,fin
zaliczyć,zaliczyć,inf
zaliczył,zaliczyć,praet
zaliczyły,zaliczyć,praet
zaliczą,zaliczyć,fin
zaln,zaln,ign
zalności,zalności,ign
zalny,zalen,subst
zaludnienia,zaludnienie,subst
zaludnienie,zaludnienie,subst
zaludnionych,zaludnić,ppas
zalądowionych,zalądowionych,ign
zamach,zamach,subst
zamachami,zamach,subst
zamachem,zamach,subst
zamachu,zamach,subst
zamarznięty,zamarznąć,ppas
zamarzniętych,zamarznąć,ppas
zamawiającego,zamawiać,pact
zamawiającemu,zamawiać,pact
zamawiający,zamawiać,pact
zamawiających,zamawiać,pact
zamawiającym,zamawiać,pact
zamawianego,zamawiać,ppas
zamawianej,zamawiać,ppas
zamawianiu,zamawiać,ger
zamawianych,zamawiać,ppas
zamawiać,zamawiać,inf
zameldowana,zameldować,ppas
zameldowane,zameldować,ppas
zameldowani,zameldować,ppas
zameldowania,zameldować,ger
zameldowanie,zameldować,ger
zameldowaniu,zameldować,ger
zameldowany,zameldować,ppas
zameldowanych,zameldować,ppas
zameldowanym,zameldować,ppas
zameldowaną,zameldować,ppas
zameldować,zameldować,inf
zameldowań,zameldować,ger
zamian,zamian,subst
zamiana,zamiana,subst
zamianie,zamian,subst
zamiany,zamian,subst
zamianą,zamiana,subst
zamianę,zamiana,subst
zamiar,zamiar,subst
zamiarem,zamiar,subst
zamiaru,zamiar,subst
zamiarze,zamiar,subst
zamiarów,zamiar,subst
zamiast,zamiast,conj
zamie,zamia,subst
zamiejscowe,zamiejscowy,adj
zamiejscowego,zamiejscowy,adj
zamiejscowej,zamiejscowy,adj
zamiejscowi,zamiejscowy,adj
zamiejscowy,zamiejscowy,adj
zamiejscowych,zamiejscowy,adj
zamiejscowym,zamiejscowy,adj
zamiejscowymi,zamiejscowy,adj
zamiejscową,zamiejscowy,adj
zamienia,zamieniać,fin
zamieniająca,zamieniać,pact
zamieniane,zamieniać,ppas
zamieniany,zamieniać,ppas
zamienianych,zamieniać,ppas
zamienione,zamienić,ppas
zamienić,zamienić,inf
zamieniła,zamienić,praet
zamienna,zamienny,adj
zamienne,zamienny,adj
zamiennego,zamienny,adj
zamiennej,zamienny,adj
zamienny,zamienny,adj
zamiennych,zamienny,adj
zamiennym,zamienny,adj
zamiennymi,zamienny,adj
zamienną,zamienny,adj
zamierza,zamierzać,fin
zamierzają,zamierzać,fin
zamierzająca,zamierzać,pact
zamierzające,zamierzać,pact
zamierzającego,zamierzać,pact
zamierzającej,zamierzać,pact
zamierzającemu,zamierzać,pact
zamierzający,zamierzać,pact
zamierzających,zamierzać,pact
zamierzającym,zamierzać,pact
zamierzającą,zamierzać,pact
zamierzał,zamierzać,praet
zamierzenia,zamierzenie,subst
zamierzeniach,zamierzenie,subst
zamierzeniami,zamierzenie,subst
zamierzenie,zamierzenie,subst
zamierzeń,zamierzenie,subst
zamierzona,zamierzyć,ppas
zamierzone,zamierzyć,ppas
zamierzonego,zamierzyć,ppas
zamierzonej,zamierzyć,ppas
zamierzony,zamierzyć,ppas
zamierzonych,zamierzyć,ppas
zamierzonym,zamierzyć,ppas
zamierzoną,zamierzyć,ppas
zamieszcza,zamieszczać,fin
zamieszczają,zamieszczać,fin
zamieszczając,zamieszczać,pcon
zamieszczających,zamieszczać,pact
zamieszczana,zamieszczać,ppas
zamieszczane,zamieszczać,ppas
zamieszczania,zamieszczać,ger
zamieszczanie,zamieszczać,ger
zamieszczaniem,zamieszczać,ger
zamieszczanych,zamieszczać,ppas
zamieszczać,zamieszczać,inf
zamieszczenia,zamieścić,ger
zamieszczenie,zamieścić,ger
zamieszczeniu,zamieścić,ger
zamieszczona,zamieścić,ppas
zamieszczone,zamieścić,ppas
zamieszczonego,zamieścić,ppas
zamieszczonej,zamieścić,ppas
zamieszczono,zamieścić,imps
zamieszczony,zamieścić,ppas
zamieszczonych,zamieścić,ppas
zamieszczonym,zamieścić,ppas
zamieszczonymi,zamieścić,ppas
zamieszczoną,zamieścić,ppas
zamieszek,zamieszka,subst
zamieszka,zamieszka,subst
zamieszkali,zamieszkały,adj
zamieszkana,zamieszkany,adj
zamieszkane,zamieszkany,adj
zamieszkanej,zamieszkany,adj
zamieszkania,zamieszkanie,subst
zamieszkanie,zamieszkanie,subst
zamieszkaniem,zamieszkanie,subst
zamieszkany,zamieszkany,adj
zamieszkanych,zamieszkany,adj
zamieszkanym,zamieszkany,adj
zamieszkaną,zamieszkany,adj
zamieszkać,zamieszkać,inf
zamieszkał,zamieszkać,praet
zamieszkała,zamieszkały,adj
zamieszkałe,zamieszkały,adj
zamieszkałego,zamieszkały,adj
zamieszkałej,zamieszkały,adj
zamieszkałemu,zamieszkały,adj
zamieszkały,zamieszkały,adj
zamieszkałych,zamieszkały,adj
zamieszkałym,zamieszkały,adj
zamieszkałymi,zamieszkały,adj
zamieszkałą,zamieszkały,adj
zamieszkiwali,zamieszkiwać,praet
zamieszkiwania,zamieszkiwać,ger
zamieszkiwanie,zamieszkiwać,ger
zamieszkiwaną,zamieszkiwać,ppas
zamieszkiwać,zamieszkiwać,inf
zamieszkiwał,zamieszkiwać,praet
zamieszkiwała,zamieszkiwać,praet
zamieszkiwały,zamieszkiwać,praet
zamieszkuje,zamieszkiwać,fin
zamieszkują,zamieszkiwać,fin
zamieszkujące,zamieszkiwać,pact
zamieszkującego,zamieszkiwać,pact
zamieszkującej,zamieszkiwać,pact
zamieszkujący,zamieszkiwać,pact
zamieszkujących,zamieszkiwać,pact
zamieszkującym,zamieszkiwać,pact
zamieszkującymi,zamieszkiwać,pact
zamieści,zamieścić,fin
zamieścić,zamieścić,inf
zamieścił,zamieścić,praet
zamieściły,zamieścić,praet
zamknie,zamknąć,fin
zamknięcia,zamknięcie,subst
zamknięciami,zamknięcie,subst
zamknięcie,zamknięcie,subst
zamknięciem,zamknięcie,subst
zamknięciu,zamknięcie,subst
zamknięta,zamknięty,adj
zamknięte,zamknięty,adj
zamkniętego,zamknięty,adj
zamkniętej,zamknięty,adj
zamknięty,zamknięty,adj
zamkniętych,zamknięty,adj
zamkniętym,zamknięty,adj
zamkniętymi,zamknięty,adj
zamkniętą,zamknięty,adj
zamknięć,zamknięcie,subst
zamknąć,zamknąć,inf
zamków,zamek,subst
zamocowania,zamocować,ger
zamojski,zamojski,adj
zamojskim,zamojski,adj
zamoknięcie,zamoknąć,ger
zamontowane,zamontować,ppas
zamontowanego,zamontować,ppas
zamontowania,zamontować,ger
zamontowanie,zamontować,ger
zamontowany,zamontować,ppas
